Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Pakistan,PAK,Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,1.01041E+12,1.06903E+12,1.10351E+12,1.2129E+12,1.31045E+12,1.46703E+12,1.47521E+12,1.59903E+12,1.71158E+12,1.66395E+12,2.03926E+12,1.96667E+12,1.78277E+12,1.8232E+12,1.96753E+12,1.99031E+12,2.08978E+12,2.23643E+12,2.40417E+12,2.63518E+12,2.84332E+12,2.82349E+12,2.99154E+12,3.18499E+12,3.38332E+12,3.66929E+12,3.7411E+12,3.92976E+12,4.18444E+12,4.38749E+12,4.52974E+12,4.54591E+12,5.03646E+12,5.2554E+12,5.29277E+12,5.59613E+12,5.97572E+12,6.02665E+12,6.13566E+12,6.29874E+12,6.43836E+12,6.50469E+12,6.66587E+12,6.87599E+12,7.2846E+12,8.17312E+12,8.82529E+12,9.13277E+12,9.43253E+12,9.43243E+12,9.47209E+12,9.69191E+12,1.01661E+13,1.0473E+13,1.09704E+13,1.15244E+13,
